                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4123,                 7.7714,                 1.1376,                0.23202,                0.33157,                0.24993,                0.20264,                0.69291,                 5.8061,                0.86155,             0.00011636,             0.00011636,             0.00011636
                      2,                0.98054,                 3.1559,                  1.004,                0.14499,                0.61944,                0.28875,                 0.2431,                0.64421,                 2.3331,                0.86291,             0.00023458,             0.00023458,             0.00023458
                      3,                0.94858,                 2.4833,                 1.0077,                0.25239,                0.59792,                0.35324,                0.28458,                0.73695,                 1.8999,                0.88414,             0.00035202,             0.00035202,             0.00035202
                      4,                0.93054,                  2.221,                 1.0193,                0.22622,                0.55311,                0.33088,                0.26979,                0.62352,                 2.5434,                0.84723,             0.00035347,             0.00035347,             0.00035347
                      5,                0.88192,                  2.004,                 1.0106,                 0.3143,                0.54817,                0.45991,                0.38496,                 0.6292,                 1.8987,                0.86711,             0.00035347,             0.00035347,             0.00035347
                      6,                0.87567,                  1.888,                 1.0158,                0.28527,                0.71193,                0.47001,                0.39586,                0.63255,                  1.956,                0.87354,             0.00035229,             0.00035229,             0.00035229
                      7,                 0.8834,                 1.7471,                 1.0273,                0.33132,                0.71893,                0.50464,                0.41126,                0.72279,                 1.9057,                0.90255,             0.00035111,             0.00035111,             0.00035111
                      8,                0.83045,                  1.617,                  1.011,                0.37033,                0.72163,                0.53368,                0.46416,                0.59921,                 1.6969,                0.88527,             0.00034993,             0.00034993,             0.00034993
                      9,                0.84997,                 1.5225,                 1.0157,                0.37485,                0.63297,                0.58955,                0.49564,                0.62562,                 1.9717,                0.90086,             0.00034875,             0.00034875,             0.00034875
                     10,                0.81818,                 1.5344,                 1.0163,                0.40236,                0.67209,                  0.607,                0.52481,                0.59885,                 1.5414,                0.88971,             0.00034758,             0.00034758,             0.00034758
                     11,                  0.797,                 1.4848,                 1.0169,                0.33305,                0.74759,                0.58924,                0.50196,                0.60309,                 1.6697,                0.88491,              0.0003464,              0.0003464,              0.0003464
                     12,                 0.7789,                 1.4016,                  1.014,                0.39253,                0.68765,                 0.5896,                0.49522,                0.65543,                 1.5895,                0.90616,             0.00034522,             0.00034522,             0.00034522
                     13,                0.79172,                 1.3729,                 1.0301,                0.43036,                0.70115,                0.62708,                0.54489,                0.56034,                 1.4612,                0.88409,             0.00034404,             0.00034404,             0.00034404
                     14,                0.77688,                 1.3461,                 1.0146,                0.45655,                0.73774,                0.70912,                0.62404,                0.55584,                 1.2508,                0.90002,             0.00034286,             0.00034286,             0.00034286
                     15,                0.79216,                 1.3138,                 1.0214,                0.51994,                0.78352,                0.66895,                 0.6053,                0.47968,                 1.2432,                0.88401,             0.00034168,             0.00034168,             0.00034168
                     16,                0.75775,                 1.2771,                 1.0136,                0.49903,                 0.5949,                0.63889,                0.55932,                0.56275,                 1.5138,                0.87733,             0.00034051,             0.00034051,             0.00034051
                     17,                0.76946,                 1.2824,                  1.013,                0.47462,                0.73061,                0.69283,                0.59186,                0.70518,                 1.4982,                0.91923,             0.00033933,             0.00033933,             0.00033933
                     18,                0.75113,                 1.2008,                 1.0075,                0.48392,                0.80127,                0.69837,                0.60137,                0.57822,                 1.2471,                0.88956,             0.00033815,             0.00033815,             0.00033815
                     19,                0.76741,                  1.212,                 1.0157,                0.59964,                0.66386,                0.68278,                0.61336,                0.52347,                  1.422,                0.88941,             0.00033697,             0.00033697,             0.00033697
                     20,                0.73776,                 1.1603,                0.98839,                0.49203,                0.76318,                0.68542,                0.58495,                0.64906,                 1.3993,                0.93816,             0.00033579,             0.00033579,             0.00033579
                     21,                0.73012,                 1.1539,                 1.0039,                0.46628,                0.78891,                 0.7187,                0.60376,                0.58919,                 1.2299,                0.90006,             0.00033462,             0.00033462,             0.00033462
                     22,                0.75515,                 1.1133,                 1.0104,                0.69042,                0.64897,                0.78384,                0.69082,                0.50927,                 1.1156,                 0.8901,             0.00033344,             0.00033344,             0.00033344
                     23,                0.73343,                 1.1113,                 1.0087,                0.48663,                0.69823,                0.73498,                0.65564,                0.49025,                 1.3819,                0.88887,             0.00033226,             0.00033226,             0.00033226
                     24,                0.71134,                 1.0625,                0.98773,                0.56857,                0.69892,                0.73253,                0.65267,                0.57662,                  1.111,                0.89678,             0.00033108,             0.00033108,             0.00033108
                     25,                0.72234,                 1.0616,                0.98935,                0.52158,                0.79757,                 0.7392,                0.66223,                0.48067,                 1.2438,                0.88761,              0.0003299,              0.0003299,              0.0003299
                     26,                0.71725,                 1.0124,                0.99467,                0.65165,                0.72129,                0.76444,                0.68839,                0.45847,                 1.0548,                0.88358,             0.00032873,             0.00032873,             0.00032873
                     27,                0.70808,                 1.0452,                0.99863,                0.67099,                0.63474,                0.73677,                0.64737,                0.52278,                  1.124,                0.89387,             0.00032755,             0.00032755,             0.00032755
                     28,                0.69017,                 1.0256,                  0.976,                 0.5322,                0.80134,                0.73835,                0.63906,                0.57282,                 1.3701,                0.90071,             0.00032637,             0.00032637,             0.00032637
                     29,                 0.6988,                0.99681,                0.99264,                0.56005,                0.77172,                0.78394,                0.70719,                0.45856,                 1.0986,                0.87146,             0.00032519,             0.00032519,             0.00032519
                     30,                0.68319,                 0.9967,                0.98114,                 0.6146,                 0.7046,                0.74559,                0.63931,                0.60972,                 1.1735,                0.91813,             0.00032401,             0.00032401,             0.00032401
                     31,                0.67489,                0.99058,                0.97018,                 0.7036,                 0.6594,                0.78265,                0.70849,                0.48578,                 1.0822,                0.88638,             0.00032284,             0.00032284,             0.00032284
                     32,                0.68879,                0.96207,                0.98294,                0.68078,                0.63272,                0.72747,                0.63222,                0.59376,                 1.5215,                0.92476,             0.00032166,             0.00032166,             0.00032166
                     33,                0.70102,                0.95254,                 0.9835,                0.59542,                0.71098,                0.75194,                 0.6526,                0.54532,                 1.4242,                0.91067,             0.00032048,             0.00032048,             0.00032048
                     34,                0.68327,                0.93769,                0.97061,                0.60947,                0.74597,                0.76204,                0.66683,                0.63242,                 1.2519,                0.92108,              0.0003193,              0.0003193,              0.0003193
                     35,                0.68783,                0.93517,                0.99028,                0.68831,                0.68363,                0.80015,                0.72523,                0.43102,                0.91571,                0.88354,             0.00031812,             0.00031812,             0.00031812
                     36,                0.67837,                0.89994,                0.98233,                0.59517,                0.74736,                0.77211,                0.69599,                0.47416,                 1.1138,                0.90107,             0.00031694,             0.00031694,             0.00031694
                     37,                0.63871,                0.88914,                0.95806,                0.67181,                0.76303,                0.80738,                0.72793,                0.46186,                 1.0648,                0.89399,             0.00031577,             0.00031577,             0.00031577
                     38,                0.67479,                 0.8745,                0.96712,                0.54141,                0.79952,                 0.7531,                0.66095,                0.63487,                 1.0409,                   0.93,             0.00031459,             0.00031459,             0.00031459
                     39,                0.66004,                0.87545,                0.97339,                0.72852,                0.62772,                0.74234,                0.65288,                0.53199,                 1.1152,                0.89901,             0.00031341,             0.00031341,             0.00031341
                     40,                0.63689,                0.83528,                0.95245,                0.58319,                0.82688,                0.77597,                 0.7019,                0.46374,                 1.2268,                0.88221,             0.00031223,             0.00031223,             0.00031223
                     41,                 0.6612,                0.87802,                0.96659,                 0.5103,                0.74307,                 0.7356,                0.66096,                 0.5356,                 1.2078,                0.89616,             0.00031105,             0.00031105,             0.00031105
                     42,                0.63749,                0.87335,                0.95215,                0.69347,                0.65307,                0.77824,                0.68829,                0.56802,                 1.5628,                 0.8996,             0.00030988,             0.00030988,             0.00030988
                     43,                0.63235,                 0.8555,                0.95681,                0.51948,                0.73486,                0.73108,                0.63118,                0.62389,                  1.363,                0.92475,              0.0003087,              0.0003087,              0.0003087
                     44,                0.64133,                0.83365,                 0.9572,                 0.6392,                0.72051,                0.78555,                0.70357,                0.48074,                 1.1262,                0.89443,             0.00030752,             0.00030752,             0.00030752
                     45,                 0.6138,                0.80098,                   0.95,                0.58755,                0.79431,                0.79204,                0.72363,                0.42949,                 1.1584,                 0.8876,             0.00030634,             0.00030634,             0.00030634
                     46,                0.64152,                0.79677,                0.95344,                0.66098,                0.81407,                0.78688,                 0.7082,                0.47365,                 1.0035,                0.89017,             0.00030516,             0.00030516,             0.00030516
                     47,                 0.6231,                0.81339,                0.95445,                0.63853,                0.76826,                0.77884,                0.68472,                0.51213,                 1.1205,                0.89746,             0.00030399,             0.00030399,             0.00030399
                     48,                0.61501,                0.83347,                0.94489,                0.63962,                0.74868,                0.76007,                0.67238,                0.53246,                 1.1762,                 0.9018,             0.00030281,             0.00030281,             0.00030281
                     49,                0.63552,                0.79333,                 0.9557,                0.68051,                0.68249,                0.77545,                0.70178,                0.46039,                 1.0354,                 0.8925,             0.00030163,             0.00030163,             0.00030163
                     50,                0.61553,                 0.7893,                0.94228,                0.61477,                0.76257,                0.80871,                 0.7326,                0.45238,                  1.008,                0.89194,             0.00030045,             0.00030045,             0.00030045
                     51,                0.59726,                0.77809,                0.93828,                0.56081,                0.89706,                0.80047,                0.70474,                0.54819,                 1.1528,                0.90032,             0.00029927,             0.00029927,             0.00029927
                     52,                0.59488,                0.77709,                0.93921,                0.67414,                0.63396,                0.75087,                 0.6777,                0.47261,                 1.1921,                0.88321,              0.0002981,              0.0002981,              0.0002981
                     53,                0.61179,                0.77395,                0.94659,                0.50183,                0.80931,                0.76737,                0.68308,                0.48696,                 1.1979,                0.90335,             0.00029692,             0.00029692,             0.00029692
                     54,                0.59682,                0.75451,                0.94418,                0.62096,                0.75488,                 0.7819,                 0.6942,                0.50088,                 1.2659,                0.89949,             0.00029574,             0.00029574,             0.00029574
                     55,                0.61107,                0.76283,                 0.9348,                0.52378,                0.80872,                0.77554,                0.69531,                0.46347,                 1.1539,                0.89145,             0.00029456,             0.00029456,             0.00029456
                     56,                0.58785,                0.73745,                0.93949,                 0.5664,                 0.6709,                 0.7404,                0.65152,                0.53947,                 1.2594,                0.90237,             0.00029338,             0.00029338,             0.00029338
                     57,                0.58882,                0.75579,                0.92873,                0.62594,                0.79749,                0.80605,                0.73625,                0.46762,                0.95417,                0.88372,              0.0002922,              0.0002922,              0.0002922
                     58,                0.59854,                0.74828,                0.94007,                0.56411,                0.88246,                0.80681,                0.73408,                0.52193,                 1.1264,                0.91102,             0.00029103,             0.00029103,             0.00029103
                     59,                0.59826,                0.73396,                 0.9367,                0.62215,                0.68718,                0.77434,                 0.6874,                0.52212,                  1.356,                0.90395,             0.00028985,             0.00028985,             0.00028985
                     60,                0.58658,                0.73079,                0.93217,                0.60097,                0.77861,                0.76183,                0.70502,                0.45827,                 1.1158,                0.88114,             0.00028867,             0.00028867,             0.00028867
                     61,                0.59546,                0.72798,                0.93478,                0.61247,                0.79583,                0.79332,                0.71495,                0.46486,                  1.277,                0.88473,             0.00028749,             0.00028749,             0.00028749
                     62,                0.56316,                0.70732,                0.91423,                0.50633,                 0.8079,                0.74282,                0.68433,                0.45062,                 1.3451,                0.88182,             0.00028631,             0.00028631,             0.00028631
                     63,                0.57225,                0.70023,                0.92097,                0.60347,                0.81825,                0.78725,                0.69625,                0.56264,                 1.3007,                  0.906,             0.00028514,             0.00028514,             0.00028514
                     64,                0.56535,                0.70686,                0.92184,                0.59899,                0.80314,                0.79824,                0.70707,                0.57251,                0.98237,                0.90096,             0.00028396,             0.00028396,             0.00028396
                     65,                 0.5795,                0.71405,                 0.9279,                 0.6551,                0.73313,                0.79417,                0.71872,                0.47433,                 0.9922,                0.88401,             0.00028278,             0.00028278,             0.00028278
                     66,                0.57957,                0.69967,                0.92463,                0.64784,                0.69728,                0.75704,                 0.6688,                0.56282,                 1.2457,                0.90625,              0.0002816,              0.0002816,              0.0002816
                     67,                0.56666,                 0.6785,                 0.9193,                 0.6304,                0.63704,                0.73432,                0.66037,                0.52556,                 1.4296,                0.89312,             0.00028042,             0.00028042,             0.00028042
                     68,                0.57002,                 0.6995,                0.93447,                0.62633,                0.79073,                0.79692,                 0.7345,                0.43207,                0.89747,                0.87861,             0.00027925,             0.00027925,             0.00027925
                     69,                0.56968,                0.70144,                0.92699,                0.60821,                0.76732,                0.77146,                0.69069,                0.52788,                 1.7396,                0.90721,             0.00027807,             0.00027807,             0.00027807
                     70,                0.57129,                0.69634,                0.93286,                0.66585,                 0.7843,                0.79069,                0.73812,                 0.4318,                 1.0605,                0.87667,             0.00027689,             0.00027689,             0.00027689
                     71,                0.57932,                0.70186,                0.92609,                0.69888,                0.80567,                0.83851,                0.77196,                0.44734,                0.96401,                0.88595,             0.00027571,             0.00027571,             0.00027571
                     72,                0.53969,                0.67678,                0.91168,                0.58141,                0.86796,                0.80442,                0.72482,                0.50404,                 1.1167,                0.88909,             0.00027453,             0.00027453,             0.00027453
                     73,                0.55828,                0.68816,                 0.9141,                0.74144,                0.73114,                0.82572,                 0.7728,                0.43641,                0.96101,                0.87044,             0.00027335,             0.00027335,             0.00027335
                     74,                0.54994,                0.66443,                0.91767,                0.58718,                0.73324,                0.76102,                0.68216,                0.51131,                 1.2776,                0.90001,             0.00027218,             0.00027218,             0.00027218
                     75,                 0.5515,                0.66118,                 0.9186,                0.58798,                0.79266,                0.80143,                0.73818,                0.43024,                 1.0561,                0.88721,               0.000271,               0.000271,               0.000271
                     76,                0.53688,                0.64739,                0.91003,                0.59772,                0.83505,                0.78366,                0.70503,                0.49328,                 1.2104,                 0.8878,             0.00026982,             0.00026982,             0.00026982
                     77,                0.56413,                0.65392,                0.92777,                 0.6636,                0.79877,                0.82935,                0.76978,                0.42905,                0.94072,                0.87177,             0.00026864,             0.00026864,             0.00026864
                     78,                0.55549,                0.63419,                0.90897,                0.71474,                0.63589,                0.79674,                 0.7292,                0.45709,                 1.0588,                0.87599,             0.00026746,             0.00026746,             0.00026746
                     79,                0.54594,                0.63559,                0.90748,                0.70295,                 0.7548,                0.80475,                0.73822,                0.49382,                 1.1567,                0.90084,             0.00026629,             0.00026629,             0.00026629
                     80,                0.55213,                0.63882,                0.91067,                0.72724,                0.73256,                0.79349,                0.73498,                0.41587,                0.98932,                0.87261,             0.00026511,             0.00026511,             0.00026511
                     81,                0.53409,                0.62616,                0.91232,                0.67346,                0.80034,                0.82618,                0.77231,                0.38412,                 1.0406,                0.87033,             0.00026393,             0.00026393,             0.00026393
                     82,                0.54906,                0.65591,                0.91147,                0.70461,                0.71191,                0.79461,                 0.7444,                0.38601,                0.95906,                0.86706,             0.00026275,             0.00026275,             0.00026275
                     83,                0.53467,                0.62737,                0.91062,                0.69761,                0.77175,                0.80727,                0.74895,                0.40983,                0.96162,                0.88314,             0.00026157,             0.00026157,             0.00026157
                     84,                0.52188,                0.59712,                0.89712,                0.57555,                 0.8378,                0.81647,                0.76151,                0.42916,                0.96021,                0.87151,              0.0002604,              0.0002604,              0.0002604
                     85,                0.52035,                 0.6216,                0.89999,                0.55952,                0.89589,                0.78524,                0.70777,                0.46387,                 1.1352,                0.88543,             0.00025922,             0.00025922,             0.00025922
                     86,                 0.5408,                0.61935,                0.91209,                0.65468,                0.78301,                0.80878,                0.77422,                0.40833,                 1.2047,                0.87833,             0.00025804,             0.00025804,             0.00025804
                     87,                0.52823,                0.62523,                0.90946,                0.58414,                0.87494,                0.84402,                0.75362,                0.48805,                  1.051,                0.88504,             0.00025686,             0.00025686,             0.00025686
                     88,                0.53334,                0.62332,                0.90247,                0.65827,                0.81708,                0.81915,                0.75575,                0.47864,                 1.0241,                0.88187,             0.00025568,             0.00025568,             0.00025568
                     89,                0.53384,                0.62747,                0.90304,                 0.7207,                0.84698,                0.85988,                0.79593,                 0.4196,                0.82278,                0.87188,             0.00025451,             0.00025451,             0.00025451
                     90,                0.53756,                0.61573,                0.90478,                0.74841,                 0.6783,                0.80032,                0.73516,                0.42497,                 1.4752,                0.87983,             0.00025333,             0.00025333,             0.00025333
                     91,                0.52408,                0.60094,                0.91371,                0.63783,                0.74687,                0.79101,                0.72826,                0.40163,                 1.0129,                0.87761,             0.00025215,             0.00025215,             0.00025215
                     92,                0.50863,                0.56526,                0.89957,                 0.7351,                0.68924,                0.80126,                0.73648,                0.46571,                 1.1126,                0.87725,             0.00025097,             0.00025097,             0.00025097
                     93,                 0.5297,                0.58763,                0.90113,                0.62676,                0.74566,                0.80052,                0.72255,                0.48323,                 1.2651,                0.88873,             0.00024979,             0.00024979,             0.00024979
                     94,                0.53017,                0.59168,                0.90411,                0.62796,                0.73886,                0.77993,                0.71679,                0.44348,                 1.2711,                0.88397,             0.00024861,             0.00024861,             0.00024861
                     95,                0.51953,                0.57929,                0.90237,                0.60554,                0.80515,                0.81198,                0.74987,                0.44423,                 1.0279,                0.88451,             0.00024744,             0.00024744,             0.00024744
                     96,                0.52241,                0.58257,                0.90107,                0.64707,                0.81151,                0.81761,                0.75497,                 0.4596,                 1.0533,                0.88768,             0.00024626,             0.00024626,             0.00024626
                     97,                0.51976,                0.58934,                0.90372,                0.62031,                0.80715,                0.78532,                0.71303,                0.45924,                0.96968,                0.88583,             0.00024508,             0.00024508,             0.00024508
                     98,                0.50282,                0.56107,                0.89535,                0.69752,                 0.8056,                0.82282,                0.76618,                0.40942,                0.96526,                0.87082,              0.0002439,              0.0002439,              0.0002439
                     99,                0.49757,                0.59874,                 0.8981,                0.60152,                0.79955,                0.77852,                0.72005,                0.42815,                 1.1643,                0.87946,             0.00024272,             0.00024272,             0.00024272
                    100,                0.49857,                0.55434,                0.89382,                0.65999,                0.74499,                0.78337,                0.73031,                0.44137,                 1.1021,                0.87271,             0.00024155,             0.00024155,             0.00024155
                    101,                0.49269,                0.56935,                0.88994,                0.71852,                0.69382,                0.80135,                0.73364,                0.46276,                 1.0581,                0.88777,             0.00024037,             0.00024037,             0.00024037
                    102,                 0.5033,                0.58963,                   0.89,                0.59635,                0.74496,                0.76679,                0.71701,                0.42702,                 1.3032,                0.88581,             0.00023919,             0.00023919,             0.00023919
                    103,                0.49559,                0.56344,                0.87857,                0.71397,                  0.713,                0.79994,                0.72242,                0.47454,                 1.0074,                0.88376,             0.00023801,             0.00023801,             0.00023801
                    104,                0.48793,                 0.5607,                0.88647,                 0.6682,                0.72893,                0.79826,                0.73495,                0.44083,                 1.0243,                0.87219,             0.00023683,             0.00023683,             0.00023683
                    105,                0.49421,                0.55046,                0.88744,                0.71407,                0.76839,                0.80908,                 0.7587,                0.43117,                 1.0142,                0.86913,             0.00023566,             0.00023566,             0.00023566
                    106,                0.49657,                0.57037,                0.88433,                0.74718,                0.72419,                0.79127,                0.74215,                0.41571,                0.99193,                0.86892,             0.00023448,             0.00023448,             0.00023448
                    107,                0.49459,                0.55762,                0.88488,                0.67946,                0.65393,                0.78219,                0.71219,                0.47272,                 1.0429,                0.88774,              0.0002333,              0.0002333,              0.0002333
                    108,                0.48736,                0.56188,                0.88948,                0.59341,                0.74971,                0.76582,                0.70436,                0.44747,                 1.2644,                0.87401,             0.00023212,             0.00023212,             0.00023212
                    109,                0.48662,                0.54253,                 0.8794,                0.70546,                0.74984,                0.80307,                0.73878,                0.42141,                0.93688,                0.87262,             0.00023094,             0.00023094,             0.00023094
                    110,                0.48675,                0.54417,                 0.8845,                0.71977,                0.70804,                0.79473,                0.72806,                0.46533,                 1.1936,                0.88544,             0.00022977,             0.00022977,             0.00022977
                    111,                 0.4973,                 0.5747,                0.89948,                0.72543,                 0.7408,                 0.8001,                0.72977,                0.46637,                 1.1976,                0.89435,             0.00022859,             0.00022859,             0.00022859
                    112,                0.49179,                 0.5473,                 0.8807,                0.73184,                0.71231,                0.80396,                0.76089,                0.40802,                0.99717,                0.86779,             0.00022741,             0.00022741,             0.00022741
                    113,                0.50925,                0.54381,                 0.8954,                0.72762,                 0.8101,                0.83652,                0.78435,                0.40932,                 0.9825,                0.87531,             0.00022623,             0.00022623,             0.00022623
                    114,                 0.4765,                0.52812,                0.87625,                0.81411,                0.68621,                 0.8222,                0.77161,                0.38987,                 1.0189,                0.86609,             0.00022505,             0.00022505,             0.00022505
                    115,                0.47863,                0.54331,                0.88607,                0.63599,                0.75684,                0.78263,                0.71963,                0.45646,                 1.1988,                 0.8792,             0.00022387,             0.00022387,             0.00022387
                    116,                0.47701,                0.53748,                0.88059,                0.66025,                0.76467,                0.74487,                0.66451,                0.49438,                 1.2823,                0.88375,              0.0002227,              0.0002227,              0.0002227
                    117,                0.49017,                 0.5524,                0.88345,                0.71039,                0.76079,                0.78453,                0.72795,                0.41714,                 1.1793,                0.87213,             0.00022152,             0.00022152,             0.00022152
                    118,                0.47452,                0.53083,                0.87953,                0.64171,                0.76465,                0.79845,                0.72204,                0.50221,                0.99366,                0.88449,             0.00022034,             0.00022034,             0.00022034
                    119,                0.48603,                0.53698,                0.88025,                0.68405,                0.79055,                 0.8101,                0.75155,                0.43113,                 1.0018,                0.87931,             0.00021916,             0.00021916,             0.00021916
                    120,                0.47279,                0.51798,                0.88247,                0.77152,                 0.7465,                0.84089,                0.78999,                0.43781,                0.91156,                 0.8786,             0.00021798,             0.00021798,             0.00021798
                    121,                0.47916,                0.51568,                0.88515,                0.70256,                 0.7789,                0.79564,                0.73065,                0.41308,                 1.0033,                0.87429,             0.00021681,             0.00021681,             0.00021681
                    122,                0.47134,                0.52105,                0.87525,                0.62964,                0.79542,                0.77887,                0.71944,                0.45157,                 1.0811,                0.87668,             0.00021563,             0.00021563,             0.00021563
                    123,                0.47474,                0.52407,                0.87161,                0.73009,                0.73986,                 0.8048,                 0.7528,                0.41757,                0.98706,                0.87374,             0.00021445,             0.00021445,             0.00021445
                    124,                0.47609,                0.54715,                0.87935,                0.61249,                0.76157,                0.79641,                0.74459,                0.43211,                 1.0153,                0.87437,             0.00021327,             0.00021327,             0.00021327
                    125,                0.46801,                 0.5272,                0.87794,                0.68507,                 0.7129,                0.79674,                0.74397,                0.37605,                0.88467,                 0.8618,             0.00021209,             0.00021209,             0.00021209
                    126,                0.46953,                0.51113,                0.87575,                0.68232,                0.73685,                0.78996,                0.73122,                0.43269,                0.90771,                 0.8814,             0.00021092,             0.00021092,             0.00021092
                    127,                0.44757,                 0.4946,                0.87321,                0.69309,                0.75809,                0.81423,                0.75904,                0.44491,                0.96496,                 0.8706,             0.00020974,             0.00020974,             0.00020974
                    128,                0.47981,                0.52641,                0.88231,                0.82042,                0.64485,                0.79402,                0.73912,                 0.4263,                 1.0819,                 0.8639,             0.00020856,             0.00020856,             0.00020856
                    129,                0.45669,                0.48631,                0.87084,                0.70129,                0.70657,                0.80988,                0.76318,                0.39402,                 1.0015,                0.86523,             0.00020738,             0.00020738,             0.00020738
                    130,                0.44669,                0.48414,                0.85857,                0.77988,                0.75878,                0.81437,                0.76957,                0.40756,                 1.1563,                0.85892,              0.0002062,              0.0002062,              0.0002062
                    131,                0.45372,                0.49897,                0.88085,                0.67372,                0.84142,                 0.8247,                 0.7722,                0.39723,                0.94552,                0.86102,             0.00020503,             0.00020503,             0.00020503
                    132,                0.47462,                0.53206,                0.87429,                0.76299,                0.76197,                0.82134,                0.76374,                0.40205,                0.83744,                0.86274,             0.00020385,             0.00020385,             0.00020385
                    133,                0.46419,                0.50015,                0.87521,                0.73276,                0.72257,                0.80403,                0.75202,                0.42903,                 1.0309,                0.86444,             0.00020267,             0.00020267,             0.00020267
                    134,                0.46251,                0.50151,                0.87473,                0.72294,                0.69668,                0.78686,                0.70864,                0.48722,                 1.0615,                0.88543,             0.00020149,             0.00020149,             0.00020149
                    135,                 0.4598,                0.48626,                0.86362,                0.63139,                0.84612,                0.81424,                0.74971,                0.41043,                0.87685,                0.87252,             0.00020031,             0.00020031,             0.00020031
                    136,                0.44724,                0.50387,                0.86354,                0.76214,                   0.68,                0.82497,                0.76964,                0.42041,                0.85628,                0.87423,             0.00019913,             0.00019913,             0.00019913
                    137,                0.44198,                0.47934,                0.86742,                 0.7706,                0.72474,                0.82051,                0.76465,                0.43772,                0.84012,                0.87751,             0.00019796,             0.00019796,             0.00019796
                    138,                0.45748,                0.50269,                0.87374,                0.68721,                0.74905,                0.79768,                0.73739,                0.40976,                0.91041,                0.87355,             0.00019678,             0.00019678,             0.00019678
                    139,                0.44321,                0.49022,                 0.8765,                0.70776,                0.72293,                0.78721,                0.72745,                0.46782,                 1.0216,                0.88476,              0.0001956,              0.0001956,              0.0001956
